COD;DESCC;SIGLAS;DIRECC;DPA;ORGA;NAE;FORG;FFI;UNI;SUB;SUBORD;TIPO;EP
06466;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE BOYEROS;-  -  -  -  -  -  -  -;FINCA TUREY NO. 184, CALZADA DE BEJUCAL;2313;313;9600;05;2;999;000000374;2;UP;0
06470;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES SANCTI SPIRITUS;-  -  -  -  -  -  -  -;MAXIMO GOMEZ NO. 103 E/ TIRSO MARIN Y FRANK PAIS;2807;317;9600;05;2;999;000000447;2;UP;0
06471;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES TRINIDAD;-  -  -  -  -  -  -  -;JOSE MARTI NO.276 E/ALMIRANTE CRISTOBAL COLON Y FRANCISCO JAVIER ZERQUERA.;2806;317;9600;05;2;999;000000446;2;UP;0
06472;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES CABAIGUAN;-  -  -  -  -  -  -  -;LIBERTAD NO. 11 ENTRE LUIS RODRIGUEZ Y CUBA.;2804;317;9600;05;2;999;000000444;2;UP;0
06473;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES YAGUAJAY;-  -  -  -  -  -  -  -;PANCHITO GOMEZ TORO NO. 166 E/CESPEDES Y QUINTIN BANDERAS.;2801;317;9600;05;2;999;000000441;2;UP;0
06474;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE ARROYO NARANJO;-  -  -  -  -  -  -  -;DON TOMAS S/N E/ AZCARATE Y VARONA, MANTILLA;2314;313;9600;05;2;999;000000375;2;UP;0
06480;UNIDAD PRESUPUESTADA DE SERVICIOS COMUNALES DE MANZANILLO;-  -  -  -  -  -  -  -;ASTILLERO NO. 125 / MARTIRES DE VIETNAN Y LUZ CABALLERO;3306;322;9600;05;2;999;000000536;2;UP;0
06481;UNIDAD PRESUPUESTADA DE SERVICIOS COMUNALES DE BAYAMO;-  -  -  -  -  -  -  -;LORA NO. 372 E/ 26 DE JULIO Y ZENEA;3304;322;9600;05;2;999;000000534;2;UP;0
06497;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES CIEGO DE AVILA;-  -  -  -  -  -  -  -;CUBA NO. 55 E/ MACEO Y HONORATO DEL CASTILLO;2908;318;9600;05;2;999;000000458;2;UP;0
06501;DIRECCION PROVINCIAL DE ACUEDUCTOS Y ALCANTARILLADOS HOLGUIN;-  -  -  -  -  -  -  -;CALLE PEPE TORRES S/N E/ GARAYALDE Y CUBA;3206;321;7512;05;2;999;;1;UP;0
06502;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES DE GUANTANAMO;-  -  -  -  -  -  -  -;PEDRO A. PEREZ NO. 463 E/ 3 Y 4 NORTE;3509;324;9600;05;2;999;000000562;2;UP;0
06506;UNIDAD PRESUPUESTADA MUNICIPAL DE COMUNALES PUERTO PADRE;-  -  -  -  -  -  -  -;IGNACIO AGRAMONTE NO. 1;3102;320;9600;05;2;999;000000492;2;UP;0
06507;UNIDAD PRESUPUESTADA MUNICIPAL DE COMUNALES LAS TUNAS;-  -  -  -  -  -  -  -;MACEO NO. 84 E/ MARTI Y CUCALAMBE;3105;320;9600;05;2;999;000000495;2;UP;0
06509;PROVINCIAL DE SERVICIOS COMUNALES DE MATANZAS;-  -  -  -  -  -  -  -;ISABEL 1RA NO. 26606 E/ NAVIA Y PLACIDO. VERSALLES.;2501;314;7512;07;2;999;;1;UP;0
06514;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE SANDINO;-  -  -  -  -  -  -  -;RIO VERDE SUR S/N;2101;311;9600;05;2;999;000000311;2;UP;0
06517;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE SAGUA LA GRANDE;-  -  -  -  -  -  -  -;MAXIMO GOMEZ NO. 257 E/N ENRIQUE J. VARONA Y LUIS MESA;2603;315;9600;07;2;999;00413;2;UP;0
06518;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE ENCRUCIJADA;-  -  -  -  -  -  -  -;AVE. JOSE MARTI NO. 52 E/N 3RA DEL OESTE Y 5TA OESTE;2604;315;9600;07;2;999;00414;2;UP;0
06519;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE CAMAJUANI;-  -  -  -  -  -  -  -;INDEPENDENCIA NO. 113 E/N HNOS CARDENAS Y ANDRES CUEVAS.;2605;315;9600;07;2;999;00415;2;UP;0
06520;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE CAIBARIEN;-  -  -  -  -  -  -  -;AVENIDA 7MA 803 E/N 8 Y 10;2606;315;9600;07;2;999;00416;2;UP;0
06521;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE REMEDIOS;-  -  -  -  -  -  -  -;GONZALO QUESADA NO. 95 A E/N PIMARGAL Y C. VALDES;2607;315;9600;07;2;999;00417;2;UP;0
06522;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE PLACETAS;-  -  -  -  -  -  -  -;2DA DEL OESTE E/N 1RA Y 2DA NORTE;2608;315;9600;07;2;999;00418;2;UP;0
06523;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE SANTO DOMINGO;-  -  -  -  -  -  -  -;INDEPENDENCIA NO. 159 E/N MIGUEL TRIANA Y PALMA;2611;315;9600;07;2;999;00422;2;UP;0
06524;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE RANCHUELO;-  -  -  -  -  -  -  -;JUAN B. CONTRERAS NO.40 E/N PANCHITO GOMEZ Y ANTONIO MACEO.;2612;315;9600;07;2;999;00423;2;UP;0
06525;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE MANICARAGUA;-  -  -  -  -  -  -  -;AVENIDA LIBERTAD E/ N JUAN BRUNO ZAYAS Y ORIENTE;2613;315;9600;07;2;999;00424;2;UP;0
06527;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE CIENFUEGOS;-  -  -  -  -  -  -  -;CALLE 33 NO. 5809 E/ 58 Y 60;2707;316;9600;05;2;999;000000437;2;UP;0
06528;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES NUEVITAS;-  -  -  -  -  -  -  -;JOAQUIN AGUERO S/N E/ R. RAMIREZ Y A. GUTIERREZ;3005;319;9600;05;2;999;000000475;2;UP;0
06529;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE GUAIMARO;-  -  -  -  -  -  -  -;CALLE MARTI NO. 1 E/ FLORES Y ANA BETANCOURT;3006;319;9600;05;2;999;000000476;2;UP;0
06530;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE FLORIDA;-  -  -  -  -  -  -  -;MACEO NO. 301 E/ MAXIMO GOMEZ Y FCO. V AGUILERA;3009;319;9600;05;2;999;000000479;2;UP;0
06531;UNIDAD PRESUPUESTADA DIRECCION PROVINCIAL DE COMUNALES DE LAS TUNAS;-  -  -  -  -  -  -  -;CARRETERA DE PUERTO PADRE KM. 2 1/2, LOS PINOS;3105;320;7512;05;2;999;000000320;1;UP;0
06532;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES GIBARA;-  -  -  -  -  -  -  -;CALLE J. PERALTA NO. 34 E/ INDEPENDENCIA Y SARTORIO;3201;321;9600;05;2;999;000000511;2;UP;0
06533;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES BANES;-  -  -  -  -  -  -  -;GRAL. MARRERO NO. 1101;3203;321;9600;05;2;999;000000513;2;UP;0
06534;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES MAYARI;-  -  -  -  -  -  -  -;CALLE J.M. GOMEZ NO. 2 E/ C.M. CESPEDES Y L. VIDAL;3211;321;9600;05;2;999;000000522;2;UP;0
06535;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES MOA;-  -  -  -  -  -  -  -;LAS COLORADAS;3214;321;9600;05;2;999;000000525;2;UP;0
06536;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE MATANZAS;-  -  -  -  -  -  -  -;RIO NO. 3017 E/ AMERICA Y COMPOSTELA.;2501;314;9600;07;2;999;000000381;2;UP;0
06537;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE CARDENAS;-  -  -  -  -  -  -  -;CESPEDES NO. 526 E/ CORONEL VERDUGO E INDUSTRIA.;2502;314;9600;07;2;999;000000382;2;UP;0
06538;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE COLON;-  -  -  -  -  -  -  -;CALLE COLON NO. 230-B E/ RAFAEL AGUILA Y LUZ Y CABALLERO;2504;314;9600;07;2;999;000000385;2;UP;0
06539;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE JOVELLANOS;-  -  -  -  -  -  -  -;AVE. 8 NO. 917 E/ 9 Y 11.;2506;314;9600;07;2;999;000000387;2;UP;0
06540;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE UNION DE REYES;-  -  -  -  -  -  -  -;ISRAEL CABRERA NO. 14 E/ CAMILO CIENFUEGOS Y JOSE MARTI.;2509;314;9600;07;2;999;000000391;2;UP;0
06541;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE JAGUEY GRANDE;-  -  -  -  -  -  -  -;CALLE 58 NO. 1104 A E/ 11 Y 13.;2511;314;9600;07;2;999;000000393;2;UP;0
06542;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES AMANCIO RODRIGUEZ;-  -  -  -  -  -  -  -;CALLE ANASTASIO QUINONES S/N, RPTO. ALIPIO CARRILLO;3108;320;9600;05;2;999;000000498;2;UP;0
06543;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES DE EL SALVADOR;-  -  -  -  -  -  -  -;CALLE 17 NO. 124;3501;324;9600;05;2;999;000000561;2;UP;0
06544;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES DE BARACOA;-  -  -  -  -  -  -  -;MARTI NO. 279;3504;324;9600;05;2;999;000000564;2;UP;0
06545;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES DE NICETO PEREZ;-  -  -  -  -  -  -  -;POBLADO NICETO PEREZ, LA YAYA;3510;324;9600;05;2;999;000000571;2;UP;0
06548;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE RIO CAUTO;-  -  -  -  -  -  -  -;CAMILO TORRES NO. 103, REPARTO LIBERTAD;3301;322;9600;05;2;999;000000531;2;UP;0
06549;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE JIGUANI;-  -  -  -  -  -  -  -;DALMAO NO. 93 E/ RAMON GOMEZ Y G. QUESADA;3303;322;9600;05;2;999;000000533;2;UP;0
06550;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE YARA;-  -  -  -  -  -  -  -;CARLOS AMENGUAL NO. 48 E/ IGNACIO AGRAMONTE Y A. MACEO;3305;322;9600;05;2;999;000000535;2;UP;0
06551;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE CAMPECHUELA;-  -  -  -  -  -  -  -;INDENPENDENCIA NO. 57A E/ PERALEJO Y MAL TIEMPO;3307;322;9600;05;2;999;000000537;2;UP;0
06552;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE BARTOLOME MASO;-  -  -  -  -  -  -  -;AVE. MASO NO. 20;3311;322;9600;05;2;999;000000542;2;UP;0
06553;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES JATIBONICO;-  -  -  -  -  -  -  -;CISNEROS NO. 87, A E/JUAN BLAS HERNANDEZ Y JUSTO SANCHEZ;2802;317;9600;05;2;999;000000442;2;UP;0
06554;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES TAGUASCO;-  -  -  -  -  -  -  -;JORGE RUIZ RAMIREZ S/N E/ELADIO FDEZ Y 1RO DE MAYO;2803;317;9600;05;2;999;000000443;2;UP;0
06555;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES FOMENTO;-  -  -  -  -  -  -  -;JOSE C. HERNANDEZ FINAL E/ PROLONGACION DE GUAIMARO Y MAXIMO GOMEZ.;2805;317;9600;05;2;999;000000445;2;UP;0
06556;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES CONTRAMAESTRE;-  -  -  -  -  -  -  -;CALLE 13 S/N;3401;323;9600;05;2;999;000000551;2;UP;0
06557;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE SAN LUIS;-  -  -  -  -  -  -  -;CARBO NO. 304 E/ MAXIMO GOMEZ Y GENERAL GARCIA;3403;323;9600;05;2;999;000000553;2;UP;0
06558;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE SONGO-LA MAYA;-  -  -  -  -  -  -  -;MARTI ESTE NO. 8 E/ QUINTIN BANDERAS Y LUIS F. MATOS;3405;323;9600;05;2;999;000000555;2;UP;0
06559;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE PALMA SORIANO;-  -  -  -  -  -  -  -;GENERAL LAO S/N E/ PADRE VARELA Y POZO DULCE;3407;323;9600;05;2;999;000000557;2;UP;0
06572;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE ESMERALDA;-  -  -  -  -  -  -  -;GERTRUDIS GOMEZ DE AVELLANEDA FINAL S/N;3002;319;9600;05;2;999;000000472;2;UP;0
06573;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL COMUNALES DE VERTIENTES;-  -  -  -  -  -  -  -;9NA AL FINAL CARRETERA A BATALLA;3010;319;9600;05;2;999;000000481;2;UP;0
06574;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE SANTA CRUZ DEL SUR;-  -  -  -  -  -  -  -;CALLE J E/ LINEA Y FINAL;3013;319;9600;05;2;999;000000484;2;UP;0
06575;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE CORRALILLO;-  -  -  -  -  -  -  -;LIBERTAD NO. 44 E/N JOSE MARTI Y LUIS CORDOVA;2601;315;9600;07;2;999;00411;2;UP;0
06576;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE COMUNALES DE CIFUENTES;-  -  -  -  -  -  -  -;CALLEJON DEL VIVERO;2610;315;9600;07;2;999;00421;2;UP;0
06577;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE LA PALMA;-  -  -  -  -  -  -  -;CAMILO CIENFUEGOS INTERIOR E/ CESPEDES Y MARTI;2105;311;9600;05;2;999;000000315;2;UP;0
06578;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE LOS PALACIOS;-  -  -  -  -  -  -  -;CALLE 23 NO. 2813 E/ 28 Y 30;2106;311;9600;05;2;999;000000319;2;UP;0
06579;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE GUANE;-  -  -  -  -  -  -  -;CALLE ISABEL RUBIO NO. 104 E/ CAPITAN MURRIETA Y RAMON PEREZ;2111;311;9600;05;2;999;000000325;2;UP;0
06580;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE NIQUERO;-  -  -  -  -  -  -  -;CALLE 29 NO. 8A E/ 28 DE ENERO Y CARRETERA MANZANILLO;3309;322;9600;05;2;999;000000539;2;UP;0
06582;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE REGLA;-  -  -  -  -  -  -  -;24 DE FEBRERO NO. 63 E/ RUBIERA Y PERDOMO;2305;313;9600;05;2;999;000000365;2;UP;0
06583;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE GUANABACOA;-  -  -  -  -  -  -  -;MACEO NO. 9 ESQUINA A DIVISION;2307;313;9600;05;2;999;000000367;2;UP;0
06584;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES SAN MIGUEL DEL PADRON;-  -  -  -  -  -  -  -;1RA S/N E/ B Y C, MONTERREY;2308;313;9600;05;2;999;000000368;2;UP;0
06585;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE MARIANAO;-  -  -  -  -  -  -  -;AVE. 43 NO. 10410 E/ 104 Y 106;2311;313;9600;05;2;999;000000372;2;UP;0
06586;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE LA LISA;-  -  -  -  -  -  -  -;212 E/ 37 Y 37-A;2312;313;9600;05;2;999;000000373;2;UP;0
06587;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE COTORRO;-  -  -  -  -  -  -  -;AVE. 69 NO. 822 E/ 8 Y 10;2315;313;9600;05;2;999;000000376;2;UP;0
06588;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE LA VIVIENDA REGLA;-  -  -  -  -  -  -  -;PEREIRA NO. 169 E/ MARTI Y MACEO;2305;313;7330;05;2;999;000000365;2;UP;0
06589;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE LA VIVIENDA GUANABACOA;-  -  -  -  -  -  -  -;CORRALFALSO NO. 64 E/ PADILLA Y PARAISO;2307;313;7330;05;2;999;000000367;2;UP;0
06590;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE LA VIVIENDA SAN MIGUEL DEL PADRON;-  -  -  -  -  -  -  -;AVE. CAROLINA NO. 20104 E/ SANTA ISABEL Y PARQUE;2308;313;7330;05;2;999;000000368;2;UP;0
06591;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE LA VIVIENDA MARIANAO;-  -  -  -  -  -  -  -;116 NO. 4523 E/ 47 Y 45;2311;313;7330;05;2;999;000000372;2;UP;0
06592;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE LA VIVIENDA LA LISA;-  -  -  -  -  -  -  -;CALLE 162 NO. 6905, ENTRE 69 Y 81;2312;313;7330;05;2;999;000000373;2;UP;0
06593;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE LA VIVIENDA COTORRO;-  -  -  -  -  -  -  -;AVE. 101 NO. 2008 E/ 28 Y 30;2315;313;7330;05;2;999;000000376;2;UP;0
06595;UNIDAD PRESUPUESTADA DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE JESUS MENENDEZ;-  -  -  -  -  -  -  -;CALLE 4 NO. 40 BATEY;3103;320;9600;05;2;999;000000493;2;UP;0
06599;UNIDAD PRESUPUESTADA MUNICIPAL DE SERVICIOS COMUNALES DE GUISA;-  -  -  -  -  -  -  -;LUIS MILANES NO. 112 E/ EDOR REYES Y ANA BETANCOURT;3313;322;9600;05;2;999;000000544;2;UP;0
06601;UNIDAD PRESUPUESTADA PROVINCIAL DE MEDICINA VETERINARIA EN PINAR DEL RIO;-  -  -  -  -  -  -  -;VELEZ CAVIEDES NO. 43;2108;131;0430;07;2;999;000000131;0;UP;0
06603;UNIDAD PRESUPUESTADA PROVINCIAL DE MEDICINA VETERINARIA EN CIUDAD DE LA HABANA;-  -  -  -  -  -  -  -;CALLE 15 NO. 1011 ESQ. A 12, VEDADO;2302;131;0430;07;2;999;000000131;0;UP;0
06604;UNIDAD PRESUPUESTADA PROVINCIAL DE MEDICINA VETERINARIA EN MATANZAS;-  -  -  -  -  -  -  -;CALLE 3RA Y B, REPARTO CIUDAMAR;2501;131;0430;07;2;999;000000131;0;UP;0
06605;UNIDAD PRESUPUESTADA PROVINCIAL DE MEDICINA VETERINARIA EN VILLA CLARA;-  -  -  -  -  -  -  -;CARRETERA CENTRAL NO. 16 E/ 2DA Y 3RA, REPARTO VIGIA;2609;131;0430;07;2;999;000000131;0;UP;0
06606;UNIDAD PRESUPUESTADA PROVINCIAL DE MEDICINA VETERINARIA EN CIENFUEGOS;-  -  -  -  -  -  -  -;CALLE 37 NO. 4807 E/ 48 Y 50, PRADO;2707;131;0430;07;2;999;000000131;0;UP;0
06607;UNIDAD PRESUPUESTADA PROVINCIAL DE MEDICINA VETERINARIA EN SANCTI SPIRITUS;-  -  -  -  -  -  -  -;RAIMUNDO DE PISA NO. 208 (INTERIOR);2807;131;0430;07;2;999;000000131;0;UP;0
06608;UNIDAD PRESUPUESTADA PROVINCIAL DE MEDICINA VETERINARIA EN CIEGO DE AVILA;-  -  -  -  -  -  -  -;MAXIMO GOMEZ NO. 163 OESTE;2908;131;0430;07;2;999;000000131;0;UP;0
06609;UNIDAD PRESUPUESTADA PROVINCIAL DE MEDICINA VETERINARIA EN CAMAGUEY;-  -  -  -  -  -  -  -;CALLE 10 NO. 301 E/ 7 Y 9 REPARTO VISTA HERMOSA;3008;131;0430;07;2;999;000000131;0;UP;0
06610;UNIDAD PRESUPUESTADA PROVINCIAL DE MEDICINA VETERINARIA EN LAS TUNAS;-  -  -  -  -  -  -  -;CARRETERA PUERTO PADRE KM. 2 1/2 RIO POTRERO;3105;131;0430;07;2;999;000000131;0;UP;0
06611;UNIDAD PRESUPUESTADA PROVINCIAL DE MEDICINA VETERINARIA EN HOLGUIN;-  -  -  -  -  -  -  -;CALLE D S/N E/ LIBERTAD Y MACEO, REPARTO EL LLANO;3206;131;0430;07;2;999;000000131;0;UP;0
06612;UNIDAD PRESUPUESTADA PROVINCIAL DE MEDICINA VETERINARIA EN GRANMA;-  -  -  -  -  -  -  -;AVE. FRANCISCO VICENTE AGUILERA NO. 288;3304;131;0430;07;2;999;000000131;0;UP;0
06613;UNIDAD PRESUPUESTADA PROVINCIAL DE MEDICINA VETERINARIA EN SANTIAGO DE CUBA;-  -  -  -  -  -  -  -;CARRETERA DEL CANEY KM. 2 1/2 VELLITA, EL CANEY;3406;131;0430;07;2;999;000000131;0;UP;0
06615;UNIDAD PRESUPUESTADA PROVINCIAL DE MEDICINA VETERINARIA EN GUANTANAMO;-  -  -  -  -  -  -  -;CALLE 8 OESTE Y 17 SUR KM. 1;3509;131;0430;07;2;999;000000131;0;UP;0
06616;UNIDAD PRESUPUESTADA MUNICIPAL DE MEDICINA VETERINARIA EN ISLA DE LA JUVENTUD;-  -  -  -  -  -  -  -;CALLE 22, S/N, E/ 31 Y 33, NUEVA GERONA;4001;131;0430;07;2;999;000000131;0;UP;0
06632;"INSTITUTO DE LITERATURA Y LINGUISTICA ""DR. JOSE ANTONIO PORTUONDO VALDOR""";-  -  -  -  -  -  -  -;AVE. SALVADOR ALLENDE NO. 710 E/ SOLEDAD Y CASTILLEJO;2303;211;8120;05;2;999;000000211;0;UP;0
06634;INSTITUTO DE INVESTIGACIONES DE PASTOS Y FORRAJES;-  -  -  -  -  -  -  -;AVENIDA INDEPENDENCIA, KM 8 1/2;2313;131;8010;07;2;999;000000131;0;UP;0
06635;INSTITUTO DE INVESTIGACIONES DE GRANOS;-  -  -  -  -  -  -  -;KM. 16 1/2 CARETERA DE AUTOPISTA DEL MEDIODIA A SAN ANTONIO;2205;131;8010;07;2;898;13801;0;UP;0
06636;"INSTITUTO DE INVESTIGACIONES HORTICOLAS ""LILIANA DIMITROVA""";-  -  -  -  -  -  -  -;CARRETERA BEJUCAL-QUIVICAN KM. 33 1/2;2411;131;8010;07;2;999;000000131;0;UP;2
06637;INSTITUTO DE INVESTIGACIONES DEL TABACO;-  -  -  -  -  -  -  -;ESTACION DE LA SABANA CARRETERA TUMBADERO KM 3 1/2;2206;131;8010;07;2;881;000012192;0;UP;0
06638;INSTITUTO DE INVESTIGACIONES EN FRUTICULTURA TROPICAL;-  -  -  -  -  -  -  -;AVE 7MA NO. 3005 E/ 30 Y 32, MIRAMAR;2301;131;8010;05;2;845;04085;0;UP;1
06642;"INSTITUTO DE INVESTIGACIONES AGROPECUARIAS ""JORGE DIMITROV""";-  -  -  -  -  -  -  -;CARRETERA DE BAYAMO A MANZANILLO KM 16 1/2;3304;211;8010;07;2;999;00211;0;UP;0
06644;EMPRESA DE TECNOLOGIA MEDICA DIGITAL;ICID;CALLE 202 NO. 1704 E/ 17 Y 19, SIBONEY;2301;692;8010;02;1;692;14385;0;EMP;0
06647;INSTITUTO NACIONAL DE SALUD DE LOS TRABAJADORES;-  -  -  -  -  -  -  -;CALZADA DE BEJUCAL KM. 7 1/2;2314;241;8010;05;2;999;000000241;0;UP;0
06652;"INSTITUTO DE MEDICINA TROPICAL ""PEDRO KOURI""";-  -  -  -  -  -  -  -;AUTOPISTA DEL MEDIODIA NO. 251 KM. 6 E/ CARRETERA CENTRAL Y AUTOPISTA;2312;241;8010;05;2;999;000000241;0;UP;0
06657;CENTRO DE ESTUDIO SOBRE EUROPA OCIDENTAL, AFRICA Y MEDIO ORIENTE;-  -  -  -  -  -  -  -;CALLE 3RA. NO. 1805 E/ 18 Y 20, MIRAMAR;2301;501;8120;05;2;999;;0;UP;0
06661;INSTITUTO DE INVESTIGACIONES DE VIANDAS TROPICALES;-  -  -  -  -  -  -  -;FINCA TRES CAROLINAS, BARRIO RIO;2611;131;8010;07;2;999;000000131;0;UP;0
06666;CENTRO DE INVESTIGACION Y DESARROLLO;-  -  -  -  -  -  -  -;AVE. INDEPENDENCIA NO. 869 E/ AYESTARAN Y SANTA ANA;2302;171;8010;07;2;999;;0;UP;0
06668;CENTRO NACIONAL PARA LA PRODUCCION DE ANIMALES DE LABORATORIO;CENPALAB;CALLE 3RA, NO. 40759, ENTRE 6TA. Y CARRETERA DE TIRABEQUE, REPARTO LA UNION, CONSEJO POPULAR NUEVO SANTIAGO;2313;305;0315;02;1;692;14385;0;EMP;0
06670;INSTITUTO DE FILOSOFIA;-  -  -  -  -  -  -  -;CALZADA NO. 251 ESQ. J;2302;211;8120;05;2;999;000000211;0;UP;0
06672;CENTRO DE INVESTIGACIONES SIDERURGICAS;-  -  -  -  -  -  -  -;DIQUE NORTE, LA PASA, S/N NICARO;3211;102;8010;07;2;729;12778;0;UP;0
06673;CENTRO NACIONAL DE BIOPREPARADOS;BIOPREPARADOS;CARRETERA BELTRAN, KM. 1 1/2;2401;692;8010;02;1;692;14385;0;EMP;0
06675;CENTRO DE INGENIERIA GENETICA Y BIOTECNOLOGIA;-  -  -  -  -  -  -  -;AVENIDA 31 S/N, E/ 158 Y 190;2301;692;8010;02;1;692;14385;0;EMP;0
06676;CENTRO INMUNO ENSAYO;INMUNO ENSAYO;CALLE 134 ESQUINA A AVENIDA 25, REPARTO CUBANACAN;2301;692;8010;02;1;692;14385;0;EMP;0
06678;INSTITUTO DE CIBERNETICA, MATEMATICA Y FISICA;ICIMAF;CALLE 15 NO. 551 E/ C Y D;2302;211;8010;07;2;648;12526;0;UP;0
06679;INSTITUTO DE ECOLOGIA Y SISTEMATICA;-  -  -  -  -  -  -  -;"CARRETERA DE VARONA KM 3 1/2 (ANTIGUA FINCA ""LA CHATA""";2313;211;8010;07;2;650;11801;0;UP;0
